MYear,Com_Name,Class,Order,Family,IUCN Classification
2021/9,Southern_Lapwing,Aves,Pelecaniformes,Ardeidae,LC
2021/9,Southern_Lapwing,Aves,Pelecaniformes,Ardeidae,LC
2021/9,Southern_Lapwing,Aves,Pelecaniformes,Ardeidae,LC
2021/9,Southern_Lapwing,Aves,Pelecaniformes,Ardeidae,LC
2021/9,Southern_Lapwing,Aves,Pelecaniformes,Ardeidae,LC
2021/9,Southern_Lapwing,Aves,Pelecaniformes,Ardeidae,LC
2021/9,Southern_Lapwing,Aves,Pelecaniformes,Ardeidae,LC
2021/9,Southern_Lapwing,Aves,Pelecaniformes,Ardeidae,LC
2021/9,Southern_Lapwing,Aves,Pelecaniformes,Ardeidae,LC
2021/9,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/9,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/9,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/9,Southern_Lapwing,Aves,Cioniiformes,Ciconiidae,LC
2021/9,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/9,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/9,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/9,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/9,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/9,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/9,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/9,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/9,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/9,Southern_Lapwing,Aves,Pelecaniformes,Ardeidae,LC
2021/9,Southern_Lapwing,Aves,Pelecaniformes,Threskiornithidae,LC
2021/9,Southern_Lapwing,Aves,Cuculiformes,Cuculidae,LC
2021/9,Southern_Lapwing,Aves,Psittaciformes,Psittacidae,LC
2021/9,Southern_Lapwing,Aves,Psittaciformes,Psittacidae,LC
2021/9,Southern_Lapwing,Aves,Cuculiformes,Cuculidae,LC
2021/9,Southern_Lapwing,Aves,Pelecaniformes,Ardeidae,LC
2021/9,Southern_Lapwing,Aves,Pelecaniformes,Ardeidae,LC
2021/9,Southern_Lapwing,Aves,Pelecaniformes,Ardeidae,LC
2021/9,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/9,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/9,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/9,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/9,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/9,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/9,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/9,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/9,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/9,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/9,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/9,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/9,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/9,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/9,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/9,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/9,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/9,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/9,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/9,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/9,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/9,Southern_Lapwing,Aves,Anseriformes,Anhimidae,LC
2021/9,Southern_Lapwing,Aves,Anseriformes,Anhimidae,LC
2021/9,Southern_Lapwing,Aves,Piciformes,Ramphastidae,LC
2021/9,Southern_Lapwing,Aves,Galliformes,Cracidae,LC
2021/9,Southern_Lapwing,Aves,Columbiformes,Columbidae,LC
2021/9,Southern_Lapwing,Aves,Columbiformes,Columbidae,LC
2021/9,Southern_Lapwing,Aves,Columbiformes,Columbidae,LC
2021/10,Southern_Lapwing,Aves,Cuculiformes,Cuculidae,LC
2021/10,Southern_Lapwing,Aves,Passeriformes,Tyrannidae,LC
2021/10,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/10,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/10,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/10,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/10,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/10,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/10,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/10,Southern_Lapwing,Reptilia,Crocodylia,Alligatoridae,LC
2021/10,Southern_Lapwing,Reptilia,Crocodylia,Alligatoridae,LC
2021/10,Southern_Lapwing,Reptilia,Crocodylia,Alligatoridae,LC
2021/10,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/10,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/10,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/10,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/10,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/10,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/10,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/10,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/10,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/10,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/10,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/10,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/10,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/10,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/10,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/10,Southern_Lapwing,Aves,Columbiformes,Columbidae,LC
2021/10,Southern_Lapwing,Aves,Columbiformes,Columbidae,LC
2021/10,Southern_Lapwing,Aves,Pelecaniformes,Ardeidae,LC
2021/10,Southern_Lapwing,Aves,Pelecaniformes,Ardeidae,LC
2021/10,Southern_Lapwing,Aves,Cathartiformes,Cathartidae,LC
2021/10,Southern_Lapwing,Aves,Passeriformes,Tyrannidae,LC
2021/10,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/10,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/10,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/10,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/10,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/10,Southern_Lapwing,Aves,Pelecaniformes,Ardeidae,LC
2021/10,Southern_Lapwing,Aves,Pelecaniformes,Ardeidae,LC
2021/10,Southern_Lapwing,Reptilia,Crocodylia,Alligatoridae,LC
2021/10,Southern_Lapwing,Aves,Pelecaniformes,Threskiornithidae,LC
2021/10,Southern_Lapwing,Reptilia,Crocodylia,Alligatoridae,LC
2021/10,Southern_Lapwing,Reptilia,Crocodylia,Alligatoridae,LC
2021/10,Southern_Lapwing,Aves,Passeriformes,Tyrannidae,LC
2021/11,Southern_Lapwing,Aves,Columbiformes,Columbidae,LC
2021/11,Southern_Lapwing,Aves,Passeriformes,Tyrannidae,LC
2021/11,Southern_Lapwing,Aves,Passeriformes,Tyrannidae,LC
2021/11,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/11,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/11,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/11,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/11,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/11,Southern_Lapwing,Reptilia,Crocodylia,Alligatoridae,LC
2021/11,Southern_Lapwing,Reptilia,Crocodylia,Alligatoridae,LC
2021/11,Southern_Lapwing,Reptilia,Crocodylia,Alligatoridae,LC
2021/11,Southern_Lapwing,Reptilia,Crocodylia,Alligatoridae,LC
2021/11,Southern_Lapwing,Aves,Passeriformes,Furnariidae,LC
2021/11,Southern_Lapwing,Aves,Passeriformes,Furnariidae,LC
2021/11,Southern_Lapwing,Aves,Passeriformes,Furnariidae,LC
2021/11,Southern_Lapwing,Aves,Passeriformes,Furnariidae,LC
2021/11,Southern_Lapwing,Aves,Passeriformes,Furnariidae,LC
2021/11,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/11,Southern_Lapwing,Aves,Psittaciformes,Psittacidae,LC
2021/11,Southern_Lapwing,Aves,Psittaciformes,Psittacidae,LC
2021/11,Southern_Lapwing,Aves,Psittaciformes,Psittacidae,LC
2021/11,Southern_Lapwing,Aves,Psittaciformes,Psittacidae,LC
2021/11,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/11,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/11,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/11,Southern_Lapwing,Aves,Pelecaniformes,Ardeidae,LC
2021/11,Southern_Lapwing,Aves,Pelecaniformes,Ardeidae,LC
2021/11,Southern_Lapwing,Aves,Pelecaniformes,Threskiornithidae,LC
2021/11,Southern_Lapwing,Aves,Pelecaniformes,Threskiornithidae,LC
2021/11,Southern_Lapwing,Aves,Pelecaniformes,Threskiornithidae,LC
2021/11,Southern_Lapwing,Aves,Cuculiformes,Cuculidae,LC
2021/12,Southern_Lapwing,Aves,Passeriformes,Passeriformes,LC
2021/12,Southern_Lapwing,Aves,Pelecaniformes,Ardeidae,LC
2021/12,Southern_Lapwing,Aves,Pelecaniformes,Ardeidae,LC
2021/12,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/12,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/12,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/12,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/12,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/12,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/12,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/12,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/12,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/12,Southern_Lapwing,Aves,Psittaciformes,Psittacidae,LC
2021/12,Southern_Lapwing,Aves,Psittaciformes,Psittacidae,LC
2021/12,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/12,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/12,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/12,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/12,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/12,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/12,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/12,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/12,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/12,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/12,Southern_Lapwing,Aves,Anseriformes,Anhimidae,LC
2021/12,Southern_Lapwing,Aves,Anseriformes,Anhimidae,LC
2021/12,Southern_Lapwing,Aves,Anseriformes,Anhimidae,LC
2021/12,Southern_Lapwing,Aves,Pelecaniformes,Threskiornithidae,LC
2021/12,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/12,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/12,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/12,Southern_Lapwing,Aves,Charadriiformes,Jacanidae,LC
2021/12,Scaled_Dove,Aves,Charadriiformes,Jacanidae,LC
2021/12,Scaled_Dove,Aves,Charadriiformes,Jacanidae,LC
2021/12,Scaled_Dove,Aves,Charadriiformes,Jacanidae,LC
2021/12,Scaled_Dove,Aves,Charadriiformes,Jacanidae,LC
2021/12,Scaled_Dove,Aves,Charadriiformes,Jacanidae,LC
2021/12,Scaled_Dove,Aves,Charadriiformes,Jacanidae,LC
2021/12,Scaled_Dove,Aves,Charadriiformes,Jacanidae,LC
2021/12,Scaled_Dove,Aves,Charadriiformes,Jacanidae,LC
2021/12,Scaled_Dove,Aves,Charadriiformes,Jacanidae,LC
2021/12,Scaled_Dove,Aves,Charadriiformes,Jacanidae,LC
2021/12,Scaled_Dove,Reptilia,Crocodylia,Alligatoridae,LC
2021/12,Scaled_Dove,Reptilia,Crocodylia,Alligatoridae,LC
2021/12,Scaled_Dove,Aves,Passeriformes,Furnariidae,LC
2021/12,Scaled_Dove,Aves,Passeriformes,Furnariidae,LC
2021/12,Scaled_Dove,Aves,Passeriformes,Furnariidae,LC
2021/12,Scaled_Dove,Aves,Passeriformes,Furnariidae,LC
2021/12,Scaled_Dove,Aves,Passeriformes,Furnariidae,LC
2021/12,Scaled_Dove,Aves,Columbiformes,Columbidae,LC
2021/12,Scaled_Dove,Aves,Charadriiformes,Charadriidae,LC
2021/12,Scaled_Dove,Aves,Pelecaniformes,Ardeidae,LC
2021/12,Scaled_Dove,Aves,Passeriformes,Tyrannidae,LC
2021/12,Scaled_Dove,Aves,Passeriformes,Tyrannidae,LC
2021/12,Scaled_Dove,Aves,Passeriformes,Tyrannidae,LC
2021/12,Scaled_Dove,Aves,Passeriformes,Tyrannidae,LC
2021/12,Scaled_Dove,Aves,Anseriformes,Anhimidae,LC
2021/12,Scaled_Dove,Aves,Anseriformes,Anhimidae,LC
2022/1,Scaled_Dove,Aves,Cuculiformes,Cuculidae,LC
2022/1,Scaled_Dove,Aves,Cuculiformes,Cuculidae,LC
2022/1,Scaled_Dove,Aves,Cuculiformes,Cuculidae,LC
2022/1,Scaled_Dove,Aves,Passeriformes,Tyrannidae,LC
2022/1,Scaled_Dove,Aves,Passeriformes,Tyrannidae,LC
2022/1,Scaled_Dove,Aves,Charadriiformes,Jacanidae,LC
2022/1,Picui_Ground-Dove,Aves,Charadriiformes,Jacanidae,LC
2022/1,Ruddy_Ground-Dove,Aves,Charadriiformes,Jacanidae,LC
2022/1,Ruddy_Ground-Dove,Aves,Charadriiformes,Jacanidae,LC
2022/1,Ruddy_Ground-Dove,Aves,Charadriiformes,Jacanidae,LC
2022/1,Ruddy_Ground-Dove,Aves,Passeriformes,Furnariidae,LC
2022/1,Ruddy_Ground-Dove,Aves,Passeriformes,Furnariidae,LC
2022/1,Ruddy_Ground-Dove,Aves,Passeriformes,Furnariidae,LC
2022/1,Ruddy_Ground-Dove,Aves,Psittaciformes,Psittacidae,LC
2022/1,Ruddy_Ground-Dove,Aves,Psittaciformes,Psittacidae,LC
2022/1,Ruddy_Ground-Dove,Aves,Columbiformes,Columbidae,LC
2022/1,Ruddy_Ground-Dove,Aves,Charadriiformes,Charadriidae,LC
2022/1,Ruddy_Ground-Dove,Aves,Charadriiformes,Charadriidae,LC
2022/1,Ruddy_Ground-Dove,Aves,Charadriiformes,Charadriidae,LC
2022/1,Ruddy_Ground-Dove,Aves,Charadriiformes,Charadriidae,LC
2022/1,Ruddy_Ground-Dove,Aves,Pelecaniformes,Ardeidae,LC
2022/1,Ruddy_Ground-Dove,Aves,Pelecaniformes,Ardeidae,LC
2022/2,Ruddy_Ground-Dove,Aves,Charadriiformes,Jacanidae,LC
2022/2,Ruddy_Ground-Dove,Aves,Charadriiformes,Jacanidae,LC
2022/2,Ruddy_Ground-Dove,Aves,Charadriiformes,Jacanidae,LC
2022/2,Ruddy_Ground-Dove,Aves,Charadriiformes,Jacanidae,LC
2022/2,Ruddy_Ground-Dove,Aves,Charadriiformes,Jacanidae,LC
2022/2,Ruddy_Ground-Dove,Aves,Charadriiformes,Jacanidae,LC
2022/2,Ruddy_Ground-Dove,Aves,Charadriiformes,Jacanidae,LC
2022/2,Ruddy_Ground-Dove,Reptilia,Crocodylia,Alligatoridae,LC
2022/2,Ruddy_Ground-Dove,Aves,Columbiformes,Columbidae,LC
2022/2,Ruddy_Ground-Dove,Aves,Charadriiformes,Charadriidae,LC
2022/2,Ruddy_Ground-Dove,Aves,Charadriiformes,Charadriidae,LC
2022/2,Ruddy_Ground-Dove,Aves,Charadriiformes,Charadriidae,LC
2022/2,Ruddy_Ground-Dove,Aves,Charadriiformes,Charadriidae,LC
2022/2,Ruddy_Ground-Dove,Aves,Charadriiformes,Charadriidae,LC
2022/2,Ruddy_Ground-Dove,Aves,Charadriiformes,Charadriidae,LC
2022/2,Ruddy_Ground-Dove,Aves,Cariamiformes,Cariamidae,LC
2022/2,Ruddy_Ground-Dove,Aves,Cariamiformes,Cariamidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Pelecaniformes,Ardeidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Charadriiformes,Jacanidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Charadriiformes,Jacanidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Charadriiformes,Jacanidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Charadriiformes,Jacanidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Charadriiformes,Jacanidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Charadriformes,Jacanidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Charadriiformes,Jacanidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Charadriiformes,Charadriidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Charadriiformes,Charadriidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Charadriiformes,Charadriidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Charadriiformes,Charadriidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Charadriiformes,Charadriidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Charadriiformes,Charadriidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Pelecaniformes,Ardeidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Passeriformes,Tyrannidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Passeriformes,Tyrannidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Passeriformes,Tyrannidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Anseriformes,Anhimidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Anseriformes,Anhimidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Cuculiformes,Cuculidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Cuculiformes,Cuculidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Pelecaniformes,Threskiornithidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Passeriformes,Tyrannidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Passeriformes,Tyrannidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Charadriiformes,Jacanidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Charadriiformes,Jacanidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Charadriiformes,Jacanidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Charadriiformes,Jacanidae,LC
2022/3,Ruddy_Ground-Dove,Aves,Charadriiformes,Jacanidae,LC
2022/3,Ruddy_Ground-Dove,Reptilia,Crocodylia,Alligatoridae,LC
2022/3,Long-tailed-Ground-Dove,Reptilia,Crocodylia,Alligatoridae,LC
2022/3,Scaled_Dove,Reptilia,Crocodylia,Alligatoridae,LC
2022/3,Scaled_Dove,Aves,Charadriiformes,Charadriidae,LC
2022/3,Scaled_Dove,Aves,Charadriiformes,Charadriidae,LC
2022/3,Scaled_Dove,Aves,Charadriiformes,Charadriidae,LC
2022/3,Scaled_Dove,Aves,Charadriiformes,Charadriidae,LC
2022/3,Scaled_Dove,Aves,Charadriiformes,Charadriidae,LC
2022/4,Scaled_Dove,Aves,Passeriformes,Tyrannidae,LC
2022/4,Scaled_Dove,Aves,Passeriformes,Tyrannidae,LC
2022/4,Chalk-browed_Mockingbird,Aves,Charadriiformes,Jacanidae,LC
2022/4,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2022/4,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2022/4,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2022/4,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2022/4,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2022/4,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2022/4,Eastern_Slaty_Thrush,Reptilia,Crocodylia,Alligatoridae,LC
2022/4,Eastern_Slaty_Thrush,Reptilia,Crocodylia,Alligatoridae,LC
2022/4,Eastern_Slaty_Thrush,Reptilia,Crocodylia,Alligatoridae,LC
2022/4,Eastern_Slaty_Thrush,Reptilia,Crocodylia,Alligatoridae,LC
2022/4,Eastern_Slaty_Thrush,Aves,Psittaciformes,Psittacidae,LC
2022/4,Eastern_Slaty_Thrush,Aves,Psittaciformes,Psittacidae,LC
2022/4,Eastern_Slaty_Thrush,Aves,Charadriiformes,Charadriidae,LC
2022/4,Eastern_Slaty_Thrush,Aves,Charadriiformes,Charadriidae,LC
2022/4,Eastern_Slaty_Thrush,Aves,Charadriiformes,Charadriidae,LC
2022/4,Eastern_Slaty_Thrush,Aves,Pelecaniformes,Ardeidae,LC
2022/4,Eastern_Slaty_Thrush,Aves,Pelecaniformes,Ardeidae,LC
2022/4,Eastern_Slaty_Thrush,Aves,Anseriformes,Anhimidae,LC
2022/4,Eastern_Slaty_Thrush,Aves,Anseriformes,Anhimidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2022/5,Eastern_Slaty_Thrush,Reptilia,Crocodylia,Alligatoridae,LC
2022/5,Eastern_Slaty_Thrush,Reptilia,Crocodylia,Alligatoridae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Passeriformes,Furnariidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Passeriformes,Furnariidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Charadriidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Charadriidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Charadriidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Charadriidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Charadriidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Charadriidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Charadriidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Anseriformes,Anhimidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Anseriformes,Anhimidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Pelecaniformes,Threskiornithidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2022/5,Eastern_Slaty_Thrush,Reptilia,Crocodylia,Alligatoridae,LC
2022/5,Eastern_Slaty_Thrush,Reptilia,Crocodylia,Alligatoridae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Anseriformes,Anatidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Anseriformes,Anatidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Anseriformes,Anatidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Anseriformes,Anatidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Anseriformes,Anatidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Anseriformes,Anatidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Charadriidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Charadriidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Charadriidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Charadriidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Charadriidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Charadriidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Charadriidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Charadriiformes,Charadriidae,LC
2022/5,Eastern_Slaty_Thrush,Aves,Pelecaniformes,Threskiornithidae,LC
2021/6,Eastern_Slaty_Thrush,Aves,Psittaciformes,Psittacidae,LC
2021/6,Eastern_Slaty_Thrush,Aves,Psittaciformes,Psittacidae,LC
2021/6,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2021/6,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2021/6,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2021/6,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2021/6,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2021/6,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2021/6,Eastern_Slaty_Thrush,Aves,Charadriiformes,Jacanidae,LC
2021/6,Eastern_Slaty_Thrush,Reptilia,Crocodylia,Alligatoridae,LC
2021/6,Eastern_Slaty_Thrush,Aves,Anseriformes,Anatidae,LC
2021/6,Eastern_Slaty_Thrush,Aves,Anseriformes,Anatidae,LC
2021/6,Eastern_Slaty_Thrush,Aves,Anseriformes,Anatidae,LC
2021/6,Eastern_Slaty_Thrush,Aves,Anseriformes,Anatidae,LC
2021/6,Eastern_Slaty_Thrush,Aves,Anseriformes,Anatidae,LC
2021/6,Eastern_Slaty_Thrush,Aves,Anseriformes,Anatidae,LC
2021/6,Eastern_Slaty_Thrush,Aves,Anseriformes,Anatidae,LC
2021/6,Eastern_Slaty_Thrush,Aves,Charadriiformes,Charadriidae,LC
2021/6,Eastern_Slaty_Thrush,Aves,Charadriiformes,Charadriidae,LC
2021/6,Eastern_Slaty_Thrush,Aves,Charadriiformes,Charadriidae,LC
2021/6,Eastern_Slaty_Thrush,Aves,Charadriiformes,Charadriidae,LC
2021/6,Eastern_Slaty_Thrush,Aves,Charadriiformes,Charadriidae,LC
